ID_CORRELATIVO,Predict_ATTRITION
66898,0
58842,1
76671,0
46391,0
51107,0
29231,0
98432,0
41950,0
76902,0
42538,1
27263,0
21372,0
14877,0
93962,0
64661,0
26633,0
81235,0
61041,0
99527,0
76524,0
43079,0
2135,0
2184,0
66737,0
66025,0
12570,0
52518,0
43789,0
79662,0
53026,0
17730,0
38854,0
47188,0
47483,0
3267,0
12226,0
12603,0
96732,0
7086,0
15269,0
2627,0
91346,0
41792,0
82677,0
98151,0
26791,0
26264,0
92703,0
57330,0
77756,0
56659,0
85956,0
74342,0
52376,0
993,0
80476,0
49286,0
61703,0
22513,0
79061,0
4783,1
95244,0
86191,0
80583,0
25635,0
57564,0
59732,0
52539,0
5150,0
32466,0
86678,1
60856,0
72174,0
10501,0
6952,0
53856,0
22477,0
13827,1
71308,0
5090,0
32896,0
85978,0
69196,0
85151,0
69953,0
14760,0
44934,0
13399,0
41932,0
33647,0
29347,0
79574,0
56870,0
435,0
62700,0
49991,0
37818,0
31014,0
59289,1
35308,0
74666,0
82924,0
76768,0
40950,0
67328,0
43271,0
61914,0
41030,0
56758,0
59820,0
47186,0
72245,0
42367,0
68172,0
13425,0
36618,0
42482,0
71752,0
77601,0
18803,0
73140,0
55583,0
78556,0
80807,0
38682,0
77595,0
57510,0
21191,0
69705,0
8682,0
10712,0
12904,0
40720,0
99654,0
17087,0
16635,0
73276,0
70329,0
56118,1
93288,0
1814,0
76027,0
14055,0
2829,0
10151,0
16545,0
14966,0
75718,0
76573,0
20052,0
77366,0
76575,0
38732,0
50176,0
61059,0
99292,0
92453,0
42406,0
25455,0
52077,0
44886,0
90881,0
35384,0
32398,0
85063,0
7100,0
60966,1
70449,0
39022,0
45155,0
19708,0
25722,0
82847,0
43895,0
41093,0
25252,0
76233,0
70393,0
89891,0
10428,1
53560,0
44320,0
82685,0
16090,0
5981,0
73947,0
5337,0
92282,0
1624,0
66887,0
77854,0
83763,0
33684,0
25892,0
87282,0
78262,0
2481,0
25465,0
90210,0
30798,0
41179,0
18785,1
53520,0
40463,0
97700,0
20401,0
51209,0
82854,1
37953,0
38297,0
67370,1
22586,1
47568,0
22221,0
2319,0
20901,0
26992,0
28891,0
80864,0
33695,0
63674,1
71081,0
28673,0
86032,0
6393,0
88536,0
56704,0
4110,0
18487,0
98233,1
45747,0
61939,0
41714,0
1926,0
11950,0
62120,0
40545,1
82502,0
63789,0
32739,0
55612,0
99895,0
75740,0
74641,0
33101,0
82603,0
72463,0
12112,0
19721,0
43569,0
48842,0
4868,0
42439,0
14796,0
30636,0
1571,0
64565,0
38460,0
40641,0
57925,0
1244,0
91795,0
60769,0
74921,0
91975,0
25485,0
83756,0
39324,0
74106,0
50971,0
4645,0
43197,0
97744,0
7304,0
26262,1
80921,0
55182,0
34837,0
8023,0
81454,0
82414,0
41704,0
87709,0
71903,0
12105,0
77789,0
58720,0
89617,0
81372,0
58499,0
68864,0
48922,0
88637,0
9355,0
33655,0
13153,0
93865,0
33181,0
18593,0
5212,1
11968,0
53431,0
31362,0
93335,0
21922,0
31729,0
29122,0
19389,0
73386,0
25138,0
51145,0
55452,0
13768,0
87410,0
45200,0
18971,0
57379,0
79841,0
53722,0
30909,0
32916,0
59678,0
55082,0
53182,0
64936,0
1796,0
56684,0
26977,0
14200,0
96389,0
63456,1
19749,0
31110,0
11195,0
46247,0
17204,0
15394,0
74645,0
59832,0
45379,0
91084,0
38018,0
17723,0
36195,1
95012,0
58170,0
73326,0
2453,0
38197,0
68036,0
49005,1
16427,0
83869,0
50219,0
69144,0
15278,0
39530,0
24737,0
17455,0
94261,0
9155,0
68051,0
88236,0
41747,0
80978,0
67380,0
23524,0
33106,0
7715,0
32162,0
38202,0
17741,0
2446,0
92708,0
66792,0
84278,0
95554,0
45741,0
57255,0
29438,0
41972,0
34650,0
25532,1
90838,0
45664,0
23608,0
39072,0
52345,0
13440,0
4911,0
53758,0
83310,0
9377,0
81469,0
79378,0
32366,0
60534,0
96628,1
91739,0
8340,0
12692,0
73240,0
16706,0
17771,0
88062,0
89727,0
26502,0
65582,0
8845,0
1747,0
41774,0
6180,0
29870,0
12114,0
71756,0
18098,0
43314,0
19944,0
64606,0
4650,0
28007,1
88501,0
86137,0
58581,0
3129,0
28090,0
50947,0
41405,0
20664,0
65200,0
35961,0
8348,0
83323,0
64222,0
25990,0
50481,0
13729,0
79515,0
2007,0
63102,0
27344,0
54718,0
91572,0
87806,0
64502,0
29978,0
7194,0
71670,0
85167,0
99602,0
174,0
80248,0
86351,0
3054,0
17406,0
98873,0
2179,0
81771,0
69141,0
65498,0
44982,1
14092,0
24591,0
95095,1
62394,0
66576,0
73097,0
21004,0
87985,0
2816,0
4281,0
58479,0
32129,0
5750,0
13220,0
40663,0
14785,0
40507,0
37545,0
46947,0
50675,0
9666,0
16615,0
17650,0
3874,0
10233,0
98655,0
66742,0
83440,0
75206,0
50598,0
64378,1
38621,0
78115,0
66635,1
71634,0
37102,0
24927,0
45365,0
5962,0
83048,0
45456,0
75999,0
23549,0
64498,1
15907,0
47732,0
25183,0
15504,0
15751,0
83130,0
46953,0
33674,0
70635,0
55658,0
82161,0
78890,0
2783,0
53757,0
13317,0
15294,0
33822,0
91640,0
27049,0
1664,0
87682,0
3096,0
53369,0
56229,0
84579,0
1307,0
37354,0
74918,0
97802,0
94676,0
84866,0
51763,0
8897,0
78654,0
6711,0
18435,0
53251,0
36453,0
15046,0
88831,0
41363,0
56179,0
53628,0
85873,0
57367,1
1606,0
86476,0
94978,1
51345,0
91405,0
55220,0
4467,1
95580,0
25805,0
26348,0
74753,0
4822,0
72397,0
73904,0
58839,0
46512,0
98379,0
59252,0
10822,0
52546,0
18089,0
62260,0
56271,0
52374,0
50145,0
40139,0
69685,0
27615,0
86336,0
5016,0
49531,0
2137,0
53841,0
434,0
51998,0
76958,0
99849,1
13447,0
4679,1
10873,1
9800,0
94634,0
51943,1
20817,0
13661,0
43292,0
94651,0
59318,0
41296,0
64856,0
29825,0
21041,1
67913,0
40185,0
78116,0
24065,0
34180,0
97959,0
4016,0
40295,0
52394,0
9644,0
39017,0
48551,0
83032,0
87523,0
39411,0
16657,0
94305,0
17686,0
55500,0
63392,0
98160,0
27327,0
93694,0
81772,0
39666,0
37155,0
66857,0
85642,0
40262,0
76183,0
27866,1
85340,0
62032,0
31866,0
46714,0
83820,0
46253,0
73090,0
91644,0
7707,0
55076,0
41224,0
86091,0
6313,0
46027,0
55926,0
51437,0
71115,0
6421,0
874,0
41637,0
72701,0
40164,0
95662,0
32927,0
20418,1
52002,0
5485,0
34941,0
10314,1
20747,0
23993,0
80984,0
78285,0
94732,0
12084,0
91055,0
14225,0
49370,0
65167,0
45295,0
67732,1
89085,0
13257,1
33785,0
39837,0
8745,0
18321,0
66417,0
23619,0
19753,0
10909,0
98033,0
76466,0
6168,0
51740,1
66074,0
89153,0
80636,0
92577,0
50626,0
14374,0
58664,0
36127,0
99970,0
78719,0
67194,0
77004,1
93291,0
86292,0
81400,0
96954,0
93710,0
2898,0
59551,0
97662,0
19343,0
64762,0
87992,1
99300,0
44986,1
77143,0
17255,0
97621,0
47079,0
21215,1
17097,0
7547,0
85053,0
7722,0
53314,0
32590,0
38906,0
22935,0
92058,0
59493,0
24417,0
81232,0
70835,0
78961,0
97757,0
14856,0
92973,0
2944,0
74707,0
87296,0
44634,0
31703,0
24712,0
83233,0
52032,0
36978,0
39410,0
69893,0
73471,0
71209,0
33981,0
66627,0
99182,0
42467,0
13393,0
15882,0
9762,0
42733,0
1259,0
49726,0
400,0
24450,0
22650,0
51395,0
53651,1
84688,0
23541,0
70282,0
53450,0
8622,0
28758,0
50635,0
99015,0
77761,0
54783,0
14791,0
70598,0
36115,0
61866,0
58689,0
2341,0
12817,0
38044,0
94791,0
2149,0
18822,0
46056,0
79220,0
12257,1
10543,0
98178,0
36279,0
94885,0
10046,0
56871,0
2890,0
97942,0
37462,0
13086,0
3868,0
47485,0
11756,0
79536,1
50425,0
58206,0
98721,1
24007,0
78082,0
35307,0
72500,0
38882,0
34325,0
76950,0
7868,0
43970,0
91271,0
40504,0
7660,1
97127,0
87884,0
72037,0
20605,0
96689,0
55588,0
25745,0
26858,0
23483,0
95551,0
6330,0
86188,0
81164,0
74834,0
40332,0
57872,0
611,0
7899,0
75817,0
64789,0
30959,0
78674,0
32369,1
21631,0
10853,0
2673,0
83343,0
19203,0
84434,0
44342,0
84603,0
7743,0
91766,0
35759,0
68307,1
57764,0
22665,0
9624,0
72153,0
7772,0
89536,0
25457,0
26258,0
81239,0
55044,0
40205,0
28179,0
66607,0
6110,0
19565,0
26271,0
85073,0
25002,0
40873,0
55165,0
96038,1
75392,0
16677,0
55509,1
18323,0
53588,0
67408,0
56804,0
97639,0
48593,0
32965,0
3668,0
99056,0
4448,0
37182,0
64010,0
80207,0
90478,0
91010,0
53154,0
40804,0
44653,0
5560,0
36900,0
33245,0
83339,0
57369,0
49866,0
95526,0
31279,0
25391,0
74654,0
35010,0
7197,0
87719,0
87085,0
54484,0
66858,0
6682,0
31188,0
91574,0
45687,0
67343,0
32188,0
90889,0
56619,0
66818,1
5322,0
48867,0
91349,0
13410,0
4213,0
82895,0
31834,0
79410,0
54771,0
92495,0
89586,0
93238,0
67804,1
47545,0
95901,0
90559,0
69911,0
92681,0
5001,0
48938,0
24373,0
44052,0
24499,0
63802,0
713,0
66931,0
42469,0
61776,0
70625,0
92163,0
86908,0
50527,0
2786,0
25031,0
138,0
79129,0
41652,0
93282,0
58640,0
72453,0
61769,0
43230,0
52737,0
52886,0
74340,0
27661,0
78843,0
26291,0
44357,0
16864,0
94787,0
31993,0
22337,0
36198,0
84875,0
44996,0
26982,0
92079,0
33217,0
13110,0
76669,0
55143,0
86221,0
91198,0
13897,0
53347,0
30773,0
12922,0
45082,0
15376,0
48542,0
35361,0
3130,0
79258,0
30214,0
32939,0
51035,0
28257,0
73398,0
44032,0
38325,0
25992,0
22617,0
23258,0
52236,0
93154,0
98527,0
54274,0
7891,0
26175,0
57575,0
82651,1
85384,0
2778,0
20011,0
84494,0
89366,0
66140,0
61157,0
24865,0
3683,0
76874,0
61670,0
51171,0
89721,0
98093,0
67948,0
76964,0
76503,0
82921,0
15198,0
70016,0
56625,0
74123,0
46588,0
95290,1
53915,0
96650,0
86984,0
99440,0
43796,0
95720,0
85800,0
68457,0
90298,0
64043,0
16,0
78430,0
86400,0
68380,0
80068,0
61044,0
53252,0
30105,0
55390,0
40056,0
46794,0
9849,0
31631,0
97370,0
10434,1
52379,0
63775,0
20072,0
21998,0
59938,0
30764,0
35941,0
50987,0
53011,0
31803,0
3352,0
92650,0
25927,0
97896,0
11505,0
90151,0
72844,0
13547,0
23137,0
81099,0
59038,0
44810,0
85000,0
82436,0
12513,0
7049,0
72136,1
24313,0
44099,1
33424,0
12327,0
13619,0
14617,0
16718,0
41436,0
16903,1
95198,0
1772,0
44519,0
33751,0
91589,0
7053,0
17631,0
56353,0
85139,0
45444,0
62523,0
85107,0
73333,0
17267,0
90470,0
45113,0
33471,0
40335,0
11745,0
65663,0
70317,0
16880,0
76041,0
9474,0
93775,0
58903,0
25236,0
59244,0
77773,0
21991,0
88132,0
15992,0
2863,0
94586,0
86379,0
30531,0
10889,0
64711,1
62496,0
30573,0
21969,0
38457,0
71710,0
51021,0
85949,0
25366,0
35420,0
95223,0
38303,0
57800,0
81054,1
54393,0
24752,0
79244,0
45498,0
26184,0
41314,0
24163,0
58013,0
92532,0
25149,1
46136,0
9577,0
24318,0
9347,1
39853,0
49277,0
12771,0
13930,0
48123,0
23735,0
70591,0
50130,0
47643,0
39791,0
99587,0
80051,0
74992,0
1574,0
10308,0
9117,0
80733,0
79342,0
74440,0
23032,0
12866,0
47518,0
45569,1
94983,0
6734,0
63787,0
60388,0
45038,0
55764,0
71101,0
69411,0
20348,0
80016,0
9807,0
31189,0
92527,0
14551,0
18345,0
61964,0
71253,0
19640,0
63173,0
64447,0
5078,0
44000,0
3942,0
132,0
51236,0
96475,0
66026,0
37565,0
24167,0
39777,1
54965,0
74681,0
21090,0
60731,0
5348,0
89697,0
14418,0
43003,0
32584,0
84195,0
36813,0
94878,0
39128,0
15333,0
10627,0
40848,0
55032,0
28232,0
34922,0
22923,0
53358,0
43114,0
71243,0
41941,0
60844,0
10938,0
91125,0
56851,0
84163,0
23261,0
90381,0
38081,0
27308,0
47487,0
62383,0
88916,0
54204,0
90357,0
93461,0
78384,0
9343,0
92084,0
13242,0
96909,0
64104,0
27914,0
48194,0
79478,0
8855,0
11556,0
25869,0
44050,0
10439,0
82186,0
51428,0
54254,0
44041,1
12738,0
44525,0
86900,0
94246,0
75388,0
89530,0
66536,0
25185,0
96972,0
17720,0
63316,0
91130,0
81624,0
42550,0
20698,0
17086,0
71090,0
5599,0
36356,0
83104,0
471,0
76431,0
29105,0
57483,0
22293,0
67383,0
59910,0
66657,0
20528,0
61012,0
72911,0
34698,0
68676,1
37227,0
49093,0
91373,0
52190,0
62342,0
64640,0
55053,0
31825,0
22525,0
60730,0
96003,0
46072,0
84466,0
47303,0
88692,0
17757,0
39948,0
69069,0
26400,0
60336,0
61519,0
59721,1
59106,0
40714,0
22495,0
51537,0
48752,0
53883,0
82057,0
79586,0
66340,0
14770,0
97131,0
50952,0
68539,0
1522,0
21133,0
83311,0
59808,0
97708,0
7955,0
75725,0
61635,0
11671,0
25431,0
82241,0
3716,0
42675,0
35918,0
61061,0
92481,0
95969,0
27506,0
2818,0
29399,1
97530,0
79048,0
88330,0
77635,0
88265,0
79792,0
2762,0
8190,0
42994,0
68028,0
90000,0
90878,0
53971,0
90623,0
36376,0
42053,0
30743,0
43817,0
34542,0
46870,0
47772,0
81574,0
11377,0
